Address,City,State,ZIP,,[sequence],[summary],[addressee],[delivery_line_1],[delivery_line_2],[city_name],[state_abbreviation],[full_zipcode],[notes],[county_name],[rdi],[latitude],[longitude],[precision],[dpv_match_code],[dpv_footnotes],[footnotes],[county_fips],[record_type],[zip_type],[carrier_route],[congressional_district],[building_default_indicator],[elot_sequence],[elot_sort],[time_zone],[utc_offset],[dst],[dpv_cmra],[ews_match],[lacslink_indicator],[lacslink_code],[suitelink_match],[dpv_vacant],[active],[urbanization],[primary_number],[street_name],[street_predirection],[street_postdirection],[street_suffix],[secondary_number],[secondary_designator],[extra_secondary_number],[extra_secondary_designator],[pmb_designator],[pmb_number],[default_city_name],[zipcode],[plus4_code],[delivery_point],[delivery_point_check_digit],[last_line],[delivery_point_barcode]
3430 15TH AVE S,Seattle,WA,98144,,5859,Match-Mailable,,3430 15th Ave S,,Seattle,WA,98144-6608,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57291,-122.3133,Zip9,Y,AABB,,53033,S,Standard,C016,9,,4,D,Pacific,-8,Y,N,,,,,N,Y,,3430,15th,,S,Ave,,,,,,,,98144,6608,30,1,Seattle WA 98144-6608,9.81447E+11
1506 S SPOKANE ST,Seattle,WA,98144,,5860,Match-Mailable,,1506 S Spokane St,,Seattle,WA,98144-7336,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57171,-122.31337,Zip9,Y,AABB,,53033,S,Standard,C016,9,,3,A,Pacific,-8,Y,N,,,,,N,Y,,1506,Spokane,S,,St,,,,,,,,98144,7336,6,9,Seattle WA 98144-7336,9.81447E+11
1416 S HINDS ST,Seattle,WA,98144,,5861,Match-Mailable,,1416 S Hinds St,,Seattle,WA,98144-6620,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5739,-122.3142,Zip9,Y,AABB,,53033,S,Standard,C015,9,,154,D,Pacific,-8,Y,N,,,,,N,Y,,1416,Hinds,S,,St,,,,,,,,98144,6620,16,3,Seattle WA 98144-6620,9.81447E+11
3312 18TH AVE S,Seattle,WA,98144,,5862,Match-Mailable,,3312 18th Ave S,,Seattle,WA,98144-6416,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57395,-122.30806,Zip9,Y,AABB,,53033,S,Standard,C026,9,,16,D,Pacific,-8,Y,N,,,,,N,Y,,3312,18th,,S,Ave,,,,,,,,98144,6416,12,4,Seattle WA 98144-6416,9.81446E+11
3207 16TH AVE S,Seattle,WA,98144,,5863,Match-Mailable,,3207 16th Ave S,,Seattle,WA,98144-6320,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57448,-122.3125,Zip9,Y,AABB,,53033,S,Standard,C016,9,,7,D,Pacific,-8,Y,N,,,,,N,Y,,3207,16th,,S,Ave,,,,,,,,98144,6320,7,6,Seattle WA 98144-6320,9.81446E+11
3215 16TH AVE S,Seattle,WA,98144,,5864,Match-Mailable,,3215 16th Ave S,,Seattle,WA,98144-6320,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57448,-122.3125,Zip9,Y,AABB,,53033,S,Standard,C016,9,,7,D,Pacific,-8,Y,N,,,,,N,Y,,3215,16th,,S,Ave,,,,,,,,98144,6320,15,7,Seattle WA 98144-6320,9.81446E+11
1307 YAKIMA AVE S,Seattle,WA,98144,,5865,Match-Mailable,,1307 Yakima Ave S,,Seattle,WA,98144-3832,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5919,-122.29451,Zip9,Y,AABB,,53033,S,Standard,C032,9,,16,A,Pacific,-8,Y,N,,,,,N,Y,,1307,Yakima,,S,Ave,,,,,,,,98144,3832,7,1,Seattle WA 98144-3832,9.81444E+11
703 24TH AVE S,Seattle,WA,98144,,5866,Match-Mailable,,703 24th Ave S,,Seattle,WA,98144-3003,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59597,-122.30126,Zip9,Y,AABB,,53033,S,Standard,C073,9,,156,A,Pacific,-8,Y,N,,,,,N,Y,,703,24th,,S,Ave,,,,,,,,98144,3003,3,5,Seattle WA 98144-3003,9.81443E+11
3308 BEACON AVE S,Seattle,WA,98144,,5867,Match-Mailable,,3308 Beacon Ave S,,Seattle,WA,98144-6333,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57399,-122.30878,Zip9,Y,AABB,,53033,S,Standard,C016,9,,63,D,Pacific,-8,Y,N,,,,,N,Y,,3308,Beacon,,S,Ave,,,,,,,,98144,6333,8,1,Seattle WA 98144-6333,9.81446E+11
3317 18TH AVE S,Seattle,WA,98144,,5868,Match-Mailable,,3317 18th Ave S,,Seattle,WA,98144-6415,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30822,Zip9,Y,AABB,,53033,S,Standard,C026,9,,14,A,Pacific,-8,Y,N,,,,,N,Y,,3317,18th,,S,Ave,,,,,,,,98144,6415,17,0,Seattle WA 98144-6415,9.81446E+11
1310 B 29TH AVE S,Seattle,WA,98144,,5869,Match-Mailable,,1310B 29th Ave S,,Seattle,WA,98144-3802,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59204,-122.29544,Zip9,Y,AABB,N#,53033,S,Standard,C032,9,,10,D,Pacific,-8,Y,N,,,,,N,Y,,1310B,29th,,S,Ave,,,,,,,,98144,3802,10,0,Seattle WA 98144-3802,9.81444E+11
2305 S LANE ST,Seattle,WA,98144,,5870,Match-Mailable,,2305 S Lane St,,Seattle,WA,98144-3014,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59638,-122.30213,Zip9,Y,AABB,,53033,S,Standard,C073,9,,137,A,Pacific,-8,Y,N,,,,,N,Y,,2305,Lane,S,,St,,,,,,,,98144,3014,5,1,Seattle WA 98144-3014,9.81443E+11
3325 19TH AVE S,Seattle,WA,98144,,5871,Match-Mailable,,3325 19th Ave S,,Seattle,WA,98144-6419,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30716,Zip9,Y,AABB,,53033,S,Standard,C026,9,,41,A,Pacific,-8,Y,N,,,,,N,Y,,3325,19th,,S,Ave,,,,,,,,98144,6419,25,7,Seattle WA 98144-6419,9.81446E+11
3309 19TH AVE S,Seattle,WA,98144,,5872,Match-Mailable,,3309 19th Ave S,,Seattle,WA,98144-6419,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30716,Zip9,Y,AABB,,53033,S,Standard,C026,9,,39,A,Pacific,-8,Y,N,,,,,N,Y,,3309,19th,,S,Ave,,,,,,,,98144,6419,9,5,Seattle WA 98144-6419,9.81446E+11
3313 19TH AVE S,Seattle,WA,98144,,5873,Match-Mailable,,3313 19th Ave S,,Seattle,WA,98144-6419,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30716,Zip9,Y,AABB,,53033,S,Standard,C026,9,,39,A,Pacific,-8,Y,N,,,,,N,Y,,3313,19th,,S,Ave,,,,,,,,98144,6419,13,0,Seattle WA 98144-6419,9.81446E+11
1308 29TH AVE S,Seattle,WA,98144,,5874,Match-Mailable,,1308 29th Ave S,,Seattle,WA,98144-3802,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59204,-122.29544,Zip9,Y,AABB,,53033,S,Standard,C032,9,,11,D,Pacific,-8,Y,N,,,,,N,Y,,1308,29th,,S,Ave,,,,,,,,98144,3802,8,3,Seattle WA 98144-3802,9.81444E+11
1325 30TH AVE S,Seattle,WA,98144,,5875,Match-Mailable,,1325 30th Ave S,,Seattle,WA,98144-3901,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59181,-122.2935,Zip9,Y,AABB,,53033,S,Standard,C032,9,,59,A,Pacific,-8,Y,N,,,,,N,Y,,1325,30th,,S,Ave,,,,,,,,98144,3901,25,4,Seattle WA 98144-3901,9.81444E+11
3313 18TH AVE S,Seattle,WA,98144,,5876,Match-Vacant,,3313 18th Ave S,,Seattle,WA,98144-6415,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30822,Zip9,Y,AABB,,53033,S,Standard,C026,9,,14,A,Pacific,-8,Y,N,,,,,Y,Y,,3313,18th,,S,Ave,,,,,,,,98144,6415,13,4,Seattle WA 98144-6415,9.81446E+11
3316 18TH AVE S,Seattle,WA,98144,,5877,Match-Mailable,,3316 18th Ave S,,Seattle,WA,98144-6439,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57383,-122.30803,Zip9,Y,AABB,,53033,S,Standard,C026,9,,40,A,Pacific,-8,Y,N,,,,,N,Y,,3316,18th,,S,Ave,,,,,,,,98144,6439,16,5,Seattle WA 98144-6439,9.81446E+11
3301 19TH AVE S,Seattle,WA,98144,,5878,Match-Mailable,,3301 19th Ave S,,Seattle,WA,98144-6419,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30716,Zip9,Y,AABB,,53033,S,Standard,C026,9,,37,A,Pacific,-8,Y,N,,,,,N,Y,,3301,19th,,S,Ave,,,,,,,,98144,6419,1,3,Seattle WA 98144-6419,9.81446E+11
3232 15TH AVE S,Seattle,WA,98144,,5879,Match-Mailable,,3232 15th Ave S,,Seattle,WA,98144-6317,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57416,-122.31329,Zip9,Y,AABB,,53033,S,Standard,C015,9,,107,A,Pacific,-8,Y,N,,,,,N,Y,,3232,15th,,S,Ave,,,,,,,,98144,6317,32,2,Seattle WA 98144-6317,9.81446E+11
1310 A 29TH AVE S,Seattle,WA,98144,,5880,Match-Mailable,,1310A 29th Ave S,,Seattle,WA,98144-3802,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59204,-122.29544,Zip9,Y,AABB,N#,53033,S,Standard,C032,9,,10,D,Pacific,-8,Y,N,,,,,N,Y,,1310A,29th,,S,Ave,,,,,,,,98144,3802,10,0,Seattle WA 98144-3802,9.81444E+11
1323 30TH AVE S,Seattle,WA,98144,,5881,Match-Mailable,,1323 30th Ave S,,Seattle,WA,98144-3901,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59181,-122.2935,Zip9,Y,AABB,,53033,S,Standard,C032,9,,59,A,Pacific,-8,Y,N,,,,,N,Y,,1323,30th,,S,Ave,,,,,,,,98144,3901,23,6,Seattle WA 98144-3901,9.81444E+11
1353 30TH AVE S,Seattle,WA,98144,,5882,Match-Mailable,,1353 30th Ave S,,Seattle,WA,98144-3948,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59076,-122.29352,Zip9,Y,AABB,,53033,S,Standard,C032,9,,64,A,Pacific,-8,Y,N,,,,,N,Y,,1353,30th,,S,Ave,,,,,,,,98144,3948,53,2,Seattle WA 98144-3948,9.81444E+11
2211 S LANE ST,Seattle,WA,98144,,5883,Match-Mailable,,2211 S Lane St,,Seattle,WA,98144-2915,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59638,-122.30269,Zip9,Y,AABB,,53033,S,Standard,C073,9,,130,A,Pacific,-8,Y,N,,,,,N,Y,,2211,Lane,S,,St,,,,,,,,98144,2915,11,5,Seattle WA 98144-2915,9.81443E+11
3324 18TH AVE S,Seattle,WA,98144,,5884,Match-Mailable,,3324 18th Ave S,,Seattle,WA,98144-6439,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57383,-122.30803,Zip9,Y,AABB,,53033,S,Standard,C026,9,,42,A,Pacific,-8,Y,N,,,,,N,Y,,3324,18th,,S,Ave,,,,,,,,98144,6439,24,6,Seattle WA 98144-6439,9.81446E+11
3329 19TH AVE S,Seattle,WA,98144,,5885,Match-Mailable,,3329 19th Ave S,,Seattle,WA,98144-6419,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30716,Zip9,Y,AABB,,53033,S,Standard,C026,9,,43,A,Pacific,-8,Y,N,,,,,N,Y,,3329,19th,,S,Ave,,,,,,,,98144,6419,29,3,Seattle WA 98144-6419,9.81446E+11
3326 18TH AVE S,Seattle,WA,98144,,5886,Match-Mailable,,3326 18th Ave S,,Seattle,WA,98144-6439,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57383,-122.30803,Zip9,Y,AABB,,53033,S,Standard,C026,9,,42,A,Pacific,-8,Y,N,,,,,N,Y,,3326,18th,,S,Ave,,,,,,,,98144,6439,26,4,Seattle WA 98144-6439,9.81446E+11
3305 19TH AVE S,Seattle,WA,98144,,5887,Match-Mailable,,3305 19th Ave S,,Seattle,WA,98144-6419,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30716,Zip9,Y,AABB,,53033,S,Standard,C026,9,,39,A,Pacific,-8,Y,N,,,,,N,Y,,3305,19th,,S,Ave,,,,,,,,98144,6419,5,9,Seattle WA 98144-6419,9.81446E+11
1803 S HORTON ST,Seattle,WA,98144,,5888,Match-Mailable,,1803 S Horton St,,Seattle,WA,98144-6400,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57395,-122.30816,Zip9,Y,AABB,,53033,S,Standard,C016,9,,65,A,Pacific,-8,Y,N,,,,,N,Y,,1803,Horton,S,,St,,,,,,,,98144,6400,3,1,Seattle WA 98144-6400,9.81446E+11
1314 29TH AVE S,Seattle,WA,98144,,5889,Match-Mailable,,1314 29th Ave S,,Seattle,WA,98144-3802,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59204,-122.29544,Zip9,Y,AABB,,53033,S,Standard,C032,9,,9,D,Pacific,-8,Y,N,,,,,N,Y,,1314,29th,,S,Ave,,,,,,,,98144,3802,14,6,Seattle WA 98144-3802,9.81444E+11
711 24TH AVE S,Seattle,WA,98144,,5890,Match-Mailable,,711 24th Ave S,,Seattle,WA,98144-3003,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59597,-122.30126,Zip9,Y,AABB,,53033,S,Standard,C073,9,,156,A,Pacific,-8,Y,N,,,,,N,Y,,711,24th,,S,Ave,,,,,,,,98144,3003,11,6,Seattle WA 98144-3003,9.81443E+11
710 23RD AVE S,Seattle,WA,98144,,5891,Match-Mailable,,710 23rd Ave S,,Seattle,WA,98144-3025,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59637,-122.30213,Zip9,Y,AABB,,53033,S,Standard,C073,9,,136,D,Pacific,-8,Y,N,,,,,N,Y,,710,23rd,,S,Ave,,,,,,,,98144,3025,10,3,Seattle WA 98144-3025,9.81443E+11
707 23RD AVE,Seattle,WA,98144,,5892,Match-Mailable,,707 23rd Ave,,Seattle,WA,98122-4813,"Standardized, Corrected ZIP code, Matched street and city and state, Confirmed entire address",King,Residential,47.60811,-122.30286,Zip9,Y,AABB,A#,53033,S,Standard,C094,9,,134,D,Pacific,-8,Y,N,,,,,N,Y,,707,23rd,,,Ave,,,,,,,,98122,4813,7,5,Seattle WA 98122-4813,9.81225E+11
2805 S JUDKINS ST,Seattle,WA,98144,,5893,Match-Mailable,,2805 S Judkins St,,Seattle,WA,98144-3811,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59208,-122.29603,Zip9,Y,AABB,,53033,S,Standard,C052,9,,155,A,Pacific,-8,Y,N,,,,,N,Y,,2805,Judkins,S,,St,,,,,,,,98144,3811,5,6,Seattle WA 98144-3811,9.81444E+11
1316 29TH AVE S,Seattle,WA,98144,,5894,Match-Mailable,,1316 29th Ave S,,Seattle,WA,98144-3802,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59204,-122.29544,Zip9,Y,AABB,,53033,S,Standard,C032,9,,9,D,Pacific,-8,Y,N,,,,,N,Y,,1316,29th,,S,Ave,,,,,,,,98144,3802,16,4,Seattle WA 98144-3802,9.81444E+11
1320 29TH AVE S,Seattle,WA,98144,,5895,Match-Mailable,,1320 29th Ave S,,Seattle,WA,98144-3802,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59204,-122.29544,Zip9,Y,AABB,,53033,S,Standard,C032,9,,8,D,Pacific,-8,Y,N,,,,,N,Y,,1320,29th,,S,Ave,,,,,,,,98144,3802,20,9,Seattle WA 98144-3802,9.81444E+11
320 22ND AVE S,Seattle,WA,98144,,5896,Match-Mailable,,320 22nd Ave S,,Seattle,WA,98144-2221,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.6001,-122.3032,Zip9,Y,AABB,,53033,S,Standard,C011,9,,179,A,Pacific,-8,Y,N,,,,,N,Y,,320,22nd,,S,Ave,,,,,,,,98144,2221,20,5,Seattle WA 98144-2221,9.81442E+11
702 23RD AVE S,Seattle,WA,98144,,5897,Match-Mailable,,702 23rd Ave S,,Seattle,WA,98144-3025,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59637,-122.30213,Zip9,Y,AABB,,53033,S,Standard,C073,9,,136,D,Pacific,-8,Y,N,,,,,N,Y,,702,23rd,,S,Ave,,,,,,,,98144,3025,2,2,Seattle WA 98144-3025,9.81443E+11
2309 S LANE ST,Seattle,WA,98144,,5898,Match-Mailable,,2309 S Lane St,,Seattle,WA,98144-3014,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59638,-122.30213,Zip9,Y,AABB,,53033,S,Standard,C073,9,,137,A,Pacific,-8,Y,N,,,,,N,Y,,2309,Lane,S,,St,,,,,,,,98144,3014,9,7,Seattle WA 98144-3014,9.81443E+11
3317 19TH AVE S,Seattle,WA,98144,,5899,Match-Mailable,,3317 19th Ave S,,Seattle,WA,98144-6419,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57386,-122.30716,Zip9,Y,AABB,,53033,S,Standard,C026,9,,41,A,Pacific,-8,Y,N,,,,,N,Y,,3317,19th,,S,Ave,,,,,,,,98144,6419,17,6,Seattle WA 98144-6419,9.81446E+11
3317 16TH AVE S,Seattle,WA,98144,,5900,Match-Mailable,,3317 16th Ave S,,Seattle,WA,98144-6322,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57357,-122.31253,Zip9,Y,AABB,,53033,S,Standard,C016,9,,6,D,Pacific,-8,Y,N,,,,,N,Y,,3317,16th,,S,Ave,,,,,,,,98144,6322,17,3,Seattle WA 98144-6322,9.81446E+11
3212 15TH AVE S,Seattle,WA,98144,,5901,Match-Mailable,,3212 15th Ave S,,Seattle,WA,98144-6317,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57416,-122.31329,Zip9,Y,AABB,,53033,S,Standard,C015,9,,107,A,Pacific,-8,Y,N,,,,,N,Y,,3212,15th,,S,Ave,,,,,,,,98144,6317,12,4,Seattle WA 98144-6317,9.81446E+11
3419 16TH AVE S,Seattle,WA,98144,,5902,Match-Mailable,,3419 16th Ave S,,Seattle,WA,98144-6611,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5723,-122.31258,Zip9,Y,AABB,,53033,S,Standard,C016,9,,13,D,Pacific,-8,Y,N,,,,,N,Y,,3419,16th,,S,Ave,,,,,,,,98144,6611,19,0,Seattle WA 98144-6611,9.81447E+11
3405 15TH AVE S,Seattle,WA,98144,,5903,Match-Mailable,,3405 15th Ave S,,Seattle,WA,98144-6607,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57291,-122.31348,Zip9,Y,AABB,,53033,S,Standard,C016,9,,2,A,Pacific,-8,Y,N,,,,,N,Y,,3405,15th,,S,Ave,,,,,,,,98144,6607,5,0,Seattle WA 98144-6607,9.81447E+11
3215 15TH AVE S,Seattle,WA,98144,,5904,Match-Mailable,,3215 15th Ave S,,Seattle,WA,98144-6316,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57416,-122.31347,Zip9,Y,AABB,,53033,S,Standard,C015,9,,108,D,Pacific,-8,Y,N,,,,,N,Y,,3215,15th,,S,Ave,,,,,,,,98144,6316,15,2,Seattle WA 98144-6316,9.81446E+11
1325 YAKIMA AVE S,Seattle,WA,98144,,5905,Match-Mailable,,1325 Yakima Ave S,,Seattle,WA,98144-3832,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5919,-122.29451,Zip9,Y,AABB,,53033,S,Standard,C032,9,,16,A,Pacific,-8,Y,N,,,,,N,Y,,1325,Yakima,,S,Ave,,,,,,,,98144,3832,25,1,Seattle WA 98144-3832,9.81444E+11
3233 16TH AVE S,Seattle,WA,98144,,5906,Match-Mailable,,3233 16th Ave S,,Seattle,WA,98144-6320,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57448,-122.3125,Zip9,Y,AABB,,53033,S,Standard,C016,9,,7,D,Pacific,-8,Y,N,,,,,N,Y,,3233,16th,,S,Ave,,,,,,,,98144,6320,33,7,Seattle WA 98144-6320,9.81446E+11
3309 16TH AVE S,Seattle,WA,98144,,5907,Match-Mailable,,3309 16th Ave S,,Seattle,WA,98144-6322,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57357,-122.31253,Zip9,Y,AABB,,53033,S,Standard,C016,9,,6,D,Pacific,-8,Y,N,,,,,N,Y,,3309,16th,,S,Ave,,,,,,,,98144,6322,9,2,Seattle WA 98144-6322,9.81446E+11
3242 15TH AVE S,Seattle,WA,98144,,5908,Match-Mailable,,3242 15th Ave S,,Seattle,WA,98144-6317,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57416,-122.31329,Zip9,Y,AABB,,53033,S,Standard,C015,9,,107,A,Pacific,-8,Y,N,,,,,N,Y,,3242,15th,,S,Ave,,,,,,,,98144,6317,42,1,Seattle WA 98144-6317,9.81446E+11
1311 30TH AVE S,Seattle,WA,98144,,5909,Match-Mailable,,1311 30th Ave S,,Seattle,WA,98144-3901,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59181,-122.2935,Zip9,Y,AABB,,53033,S,Standard,C032,9,,59,A,Pacific,-8,Y,N,,,,,N,Y,,1311,30th,,S,Ave,,,,,,,,98144,3901,11,9,Seattle WA 98144-3901,9.81444E+11
1306 29TH AVE S,Seattle,WA,98144,,5910,Match-Mailable,,1306 29th Ave S,,Seattle,WA,98144-3802,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59204,-122.29544,Zip9,Y,AABB,,53033,S,Standard,C032,9,,11,D,Pacific,-8,Y,N,,,,,N,Y,,1306,29th,,S,Ave,,,,,,,,98144,3802,6,5,Seattle WA 98144-3802,9.81444E+11
3227 16TH AVE S,Seattle,WA,98144,,5911,Match-Mailable,,3227 16th Ave S,,Seattle,WA,98144-6320,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57448,-122.3125,Zip9,Y,AABB,,53033,S,Standard,C016,9,,7,D,Pacific,-8,Y,N,,,,,N,Y,,3227,16th,,S,Ave,,,,,,,,98144,6320,27,4,Seattle WA 98144-6320,9.81446E+11
719 24TH AVE S,Seattle,WA,98144,,5912,Match-Mailable,,719 24th Ave S,,Seattle,WA,98144-3003,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59597,-122.30126,Zip9,Y,AABB,,53033,S,Standard,C073,9,,156,A,Pacific,-8,Y,N,,,,,N,Y,,719,24th,,S,Ave,,,,,,,,98144,3003,19,8,Seattle WA 98144-3003,9.81443E+11
712 23RD AVE S,Seattle,WA,98144,,5913,Match-Mailable,,712 23rd Ave S,,Seattle,WA,98144-3025,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59637,-122.30213,Zip9,Y,AABB,,53033,S,Standard,C073,9,,136,D,Pacific,-8,Y,N,,,,,N,Y,,712,23rd,,S,Ave,,,,,,,,98144,3025,12,1,Seattle WA 98144-3025,9.81443E+11
709 23RD AVE S,Seattle,WA,98144,,5914,Match-Mailable,,709 23rd Ave S,,Seattle,WA,98144-3001,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59641,-122.30231,Zip9,Y,AABB,,53033,S,Standard,C073,9,,131,A,Pacific,-8,Y,N,,,,,N,Y,,709,23rd,,S,Ave,,,,,,,,98144,3001,9,1,Seattle WA 98144-3001,9.81443E+11
3424 15TH AVE S,Seattle,WA,98144,,5915,Match-Mailable,,3424 15th Ave S,,Seattle,WA,98144-6608,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57291,-122.3133,Zip9,Y,AABB,,53033,S,Standard,C016,9,,4,D,Pacific,-8,Y,N,,,,,N,Y,,3424,15th,,S,Ave,,,,,,,,98144,6608,24,8,Seattle WA 98144-6608,9.81447E+11
3407 16TH AVE S,Seattle,WA,98144,,5916,Match-Mailable,,3407 16th Ave S,,Seattle,WA,98144-6611,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5723,-122.31258,Zip9,Y,AABB,,53033,S,Standard,C016,9,,13,D,Pacific,-8,Y,N,,,,,N,Y,,3407,16th,,S,Ave,,,,,,,,98144,6611,7,3,Seattle WA 98144-6611,9.81447E+11
3233 15TH AVE S,Seattle,WA,98144,,5917,Match-Mailable,,3233 15th Ave S,,Seattle,WA,98144-6316,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57416,-122.31347,Zip9,Y,AABB,,53033,S,Standard,C015,9,,108,D,Pacific,-8,Y,N,,,,,N,Y,,3233,15th,,S,Ave,,,,,,,,98144,6316,33,2,Seattle WA 98144-6316,9.81446E+11
3249 15TH AVE S,Seattle,WA,98144,,5918,Match-Mailable,,3249 15th Ave S,,Seattle,WA,98144-6316,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57416,-122.31347,Zip9,Y,AABB,,53033,S,Standard,C015,9,,108,D,Pacific,-8,Y,N,,,,,N,Y,,3249,15th,,S,Ave,,,,,,,,98144,6316,49,5,Seattle WA 98144-6316,9.81446E+11
3224 15TH AVE S,Seattle,WA,98144,,5919,Match-Mailable,,3224 15th Ave S,,Seattle,WA,98144-6317,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57416,-122.31329,Zip9,Y,AABB,,53033,S,Standard,C015,9,,107,A,Pacific,-8,Y,N,,,,,N,Y,,3224,15th,,S,Ave,,,,,,,,98144,6317,24,1,Seattle WA 98144-6317,9.81446E+11
3442 15TH AVE S,Seattle,WA,98144,,5920,Match-Mailable,,3442 15th Ave S,,Seattle,WA,98144-6608,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57291,-122.3133,Zip9,Y,AABB,,53033,S,Standard,C016,9,,4,D,Pacific,-8,Y,N,,,,,N,Y,,3442,15th,,S,Ave,,,,,,,,98144,6608,42,8,Seattle WA 98144-6608,9.81447E+11
3315 16TH AVE S,Seattle,WA,98144,,5921,Match-Mailable,,3315 16th Ave S,,Seattle,WA,98144-6322,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57357,-122.31253,Zip9,Y,AABB,,53033,S,Standard,C016,9,,6,D,Pacific,-8,Y,N,,,,,N,Y,,3315,16th,,S,Ave,,,,,,,,98144,6322,15,5,Seattle WA 98144-6322,9.81446E+11
3414 15TH AVE S,Seattle,WA,98144,,5922,Match-Mailable,,3414 15th Ave S,,Seattle,WA,98144-6608,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57291,-122.3133,Zip9,Y,AABB,,53033,S,Standard,C016,9,,4,D,Pacific,-8,Y,N,,,,,N,Y,,3414,15th,,S,Ave,,,,,,,,98144,6608,14,9,Seattle WA 98144-6608,9.81447E+11
3425 15TH AVE S,Seattle,WA,98144,,5923,Match-Mailable,,3425 15th Ave S,,Seattle,WA,98144-6607,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57291,-122.31348,Zip9,Y,AABB,,53033,S,Standard,C016,9,,2,A,Pacific,-8,Y,N,,,,,N,Y,,3425,15th,,S,Ave,,,,,,,,98144,6607,25,8,Seattle WA 98144-6607,9.81447E+11
