Major,Minor,ComplexDescr,NbrBldgs,NbrStories,NbrUnits,AvgUnitSize,ProjectLocation,ProjectAppeal,PcntWithView,ConstrClass,BldgQuality,Condition,YrBuilt,EffYr,PcntComplete,Elevators,SectySystem,Fireplace,Laundry,Address
880490,300,UNION MANOR,1,3,84,554,3,3,0,3,4,4,1925,1988,100,N,Y,N,1,604 E UNION ST 98122
881640,530,10 UNIT APARTMENT,1,2,10,754,0,0,0,4,4,3,1926,1982,100,N,Y,N,1,5241 15TH AVE NE 98105
276760,4340,5-UNIT APARTMENT,1,2,5,819,3,3,0,4,4,3,1980,1988,100,N,Y,Y,2,1757 NW 59TH ST 98107
344500,82,4 PLEX,1,2,4,886,3,3,0,4,5,3,1978,1991,100,N,N,Y,0,20044 30TH AVE S 98198
570575,0,42 UNIT CONDOMINIUM,4,2,42,1092,3,3,0,4,4,4,1980,1980,100,N,N,Y,2,303 SW 112TH ST 98146
173280,905,MAYWOOD,1,2,9,917,4,4,0,4,4,3,1909,1979,100,N,N,N,1,1321 4TH AVE W 98119
276770,1495,6 PLEX,1,3,6,984,3,3,0,4,5,3,1981,1992,100,N,Y,Y,1,1519 NW 53RD ST 98107
62685,0, ,3,2,12,1022,3,3,0,4,4,3,1983,1990,100,N,N,Y,2,7930 171ST AVE NE 98052
292605,9264,4 - PLEX,1,2,4,1203,4,3,0,4,5,3,1992,1997,100,N,N,Y,2,11109 NE 128TH ST 98034
685170,210,APT,1,3,6,830,3,3,33,4,4,3,1967,1984,100,N,N,N,1,315 13TH AVE E 98102
262505,9043,Central Park East,5,3,202,1003,4,4,0,4,6,4,1967,1998,100,N,Y,Y,1,15201 NE 16TH PL 98007
225450,690,4 PLEX,1,2,4,552,3,3,0,4,3,4,1900,1979,100,N,N,N,1,917 13TH AVE 98122
277110,2130,7 UNIT APT,1,2,7,633,2,3,0,4,4,3,1965,1983,100,N,N,N,1,2014 W BERTONA ST 98199
919760,0,52 UNIT CONDO,10,2,52,1835,4,4,0,4,6,3,1981,1988,100,Y,Y,Y,2,10905 NE 41ST DR 98033
545780,1520,3-unit retirement facility,1,3,39,798,3,4,0,4,6,3,2006,2006,100,Y,Y, ,1,800 4TH AVE N 98109
266050,392,,5,3,22,971,3,3,0,4,4,3,2010,2010,45,N,N,N,0,5008 RENTON AVE S
567750,0,5 NEW SF DET HOMES + ORIG BUNGALOW,6,2,6,1460,2,3,0,4,5,3,1998,1998,100,N,N,Y,2,8712 116TH AVE NE 98033
209530,0,11 Unit Condo,2,2,11,1238,3,3,0,4,4,3,2001,2001,100,N,N,Y,2,10522 SE 264TH ST 98030
937670,0,20 UNIT CONDO,1,4,20,1145,3,3,0,4,4,4,1980,1980,100,Y,Y,Y,2,3600 WHITMAN AVE N 98103
197820,230,TERRI ANNE APT,1,8,25,647,3,3,0,4,4,3,1967,1984,100,Y,Y,N,1,1331 TERRY AVE 98101
92406,9244,,2,3,133,667,3,3,0,4,4,3,1987,1991,100,Y,Y, ,2,3710 PROVIDENCE POINT DR SE 98029
197720,1060, ,1,14,222,364,4,4,0,2,5,4,1907,1985,0,Y,Y,N,0,1902 2ND AVE 98101
679880,0,20 RES + 2 COML UNITS,1,4,20,799,3,3,0,4,4,3,1997,1997,100,Y,Y,Y,2,11532 15TH AVE NE 98125
277060,4695,APARTMENT BLDG 8 UNITS,1,3,8,653,3,3,50,4,4,3,1965,1983,100,N,N,N,1,3642 14TH AVE W 98119
219560,0,EASTBRIDGE CONDO,32,2,124,1010,3,3,0,4,6,4,1978,1995,100,N,N,Y,2,14421 NE 30TH PL 98007
856680,0,"50 Res, 4 Comcl Unit Condo",1,4,50,971,3,3,53,4,4,3,2005,2005,100,Y,Y,N,2,3333 WALLINGFORD AVE N 98103
684820,380,APARTMENT,1,2,10,710,3,3,40,4,4,4,1957,1986,100,N,N,N,1,525 E ROY ST 98102
533220,5,6-UNIT APT BLDG,1,2,6,746,3,2,0,4,4,3,1914,1975,100,N,N,Y,1,600 LAKE WASHINGTON BLVD E 98112
512871,0,"""3 TRIPLEXES, 1 DUPLEX""",4,2,11,1245,2,3,0,4,4,3,1989,1991,100,N,N,Y,2,1300 3RD ST SE 98002
867340,105,8 UNIT APT,1,2,8,765,3,2,0,4,3,3,1950,1970,100,N,N,N,1,2626 NW 56TH ST 98107
602150,3475,8 UNIT APT,1,1,8,536,3,3,0,4,4,3,1954,1979,100,N,N,N,1,7501 24TH AVE NW 98117
202694,0,Townhouses & Flats,41,2,41,1066,3,3,0,4,4,3,1995,1995,100,N,N,Y,2,25123 ROBERTS DR 98010
290220,106,17 UNIT APT,1,4,17,970,3,3,50,4,4,3,1966,1984,100,N,Y,N,1,2031 FRANKLIN AVE E 98102
344250,0,FLATS,6,2,18,792,4,3,0,4,5,3,1988,1992,100,N,N,Y,2,17320 97TH PL SW 98070
880490,680,LENOX APTS,1,3,41,265,3,2,0,4,4,3,1911,1975,100,N,N,N,1,1717 BELMONT AVE 98122
664070,10,4 PLEX,1,2,4,768,0,0,0,4,4,3,1988,1992,100,N,N,N,1,16135 4TH AVE NE 98019
641360,215,APT,4,4,60,615,3,3,20,4,4,3,1995,1995,100,Y,Y,N,2,12329 ROOSEVELT WAY NE 98125
334840,1742,,1,1,4,455,0,0,0,4,3,4,1943,1985,100, , , ,0,5018 S 113TH ST 98178
277060,4350,FIVE UNIT APARTMENT,1,2,5,858,3,3,60,4,4,3,1962,1982,100,N,N,N,1,2822 14TH AVE W 98119
732680,130,RIVENDELL ESTATES,1,2,4,946,0,0,0,4,4,3,1981,1989,100,N,N,Y,2,3850 D PL SE 98002
282406,9272,4 UNIT APARTMENT,1,2,4,800,3,3,0,4,4,3,1963,1982,100,N,N,N,1,55 1ST AVE NW 98027
22505,9114,B& B APTS,1,3,12,756,3,3,33,4,3,3,1978,1985,100,N,N,Y,2,9110 WOODINVILLE-REDMOND RD 98052
866420,0,7 Townhouses,1,2,7,1255,3,3,0,4,4,4,1969,1984,100,N,N, ,2,13739 35TH AVE NE 98125
197920,250,JOHN ALDEN APTS,1,4,80,520,3,4,15,3,6,4,1924,1988,100,Y,Y,N,1,1019 TERRY AVE 98104
256979,0, ,2,3,9,1251,3,3,0,4,4,4,1959,1990,100,N,N,N,1,1021 TAYLOR AVE N 98109
684820,735,,1,7,78,794,3,4,50,4,5,3,2014,2014,75,Y,Y, ,2,200 BELMONT AVE E
206110,85,Apartment and Offices,1,4,14,795,3,3,0,4,5,3,1998,1999,100,Y,Y,N,2,8221 5TH AVE NE 98115
276770,4700,FOURPLEX,1,2,4,755,3,3,0,4,4,4,1959,1987,100,N,N,N,1,1440 NW 60TH ST 98107
290220,720,FRANKLIN HOUSE APT,1,3,7,960,3,3,14,4,4,3,1964,1983,100,N,N,N,1,2210 FRANKLIN AVE E 98102
794930,60,APT,2,2,10,686,2,3,0,4,4,4,1908,1964,100,N,N,N,0,1212 E REMINGTON CT 98122
359700,346,SAN JUAN APARTMENTS,2,3,30,835,0,0,0,4,4,3,1980,1988,100,N,N,Y,1,6216 S 153RD ST 98188
630050,135,APARTMENTS,1,3,6,688,3,3,0,4,4,3,1983,1990,100,N,N,N,1,10347 MIDVALE AVE N 98133
192930,700,5 UNIT APT,1,2,5,926,3,3,80,4,4,3,1948,1979,100,N,N,Y,1,2514 DEXTER AVE N 98109
277060,3675,APARTMENT BLDG 9 UNITS,1,3,9,693,3,3,44,4,4,3,1964,1983,100,N,N,N,1,3245 14TH AVE W 98119
172205,9261,DUPLEX,1,2,2,969,0,0,0,4,4,3,1969,1985,100, ,N,Y,1,10705 238TH ST SE 98031
685170,270,FOURPLEX,1,2,4,659,3,3,0,4,4,3,1951,1979,100,N,N,N,1,410 12TH AVE E 98102
607305,0,TH/Flats,6,3,35,920,3,3,0,4,3,3,1989,1989,100,N,N,Y,2,455 NEWPORT WAY NW 98027
289174,60,4 PLEX,1,2,4,1000,0,0,0,4,4,3,1974,1986,100,N,N,N,2,2406 N ST NE 98002
609430,0, ,0,1,1,1,0,0,0,1,6,0,2006,2006,0, , , ,0,33434 8TH AVE S 98003
72104,9204,The Shores Apartments,22,2,85,941,3,4,0,4,4,3,1987,1997,100,N,N,Y,2,31620 3RD PL SW 98023
952110,1410,MULTIPLE RESIDENCE,1,2,7,617,3,3,0,4,4,5,1955,1989,100,N,N,N,1,1021 N 50TH ST 98103
214980,285,CANTERBURY SQUARE,1,2,4,1028,0,0,0,4,4,3,1981,1989,100,N,N,N,2,1348 3RD ST SE 98002
273410,245,Chief Seattle Motel,1,1,9,390,1,1,0,4,2,2,1951,1970,100,N,N,N,0,7016 EAST MARGINAL WAY S 98108
762570,2660,GILMORE APTS,1,2,12,459,0,0,0,4,4,3,1957,1980,100,N,N,N,1,5959 FAUNTLEROY WAY SW 98136
80900,3025,BOSTONIAN APTS,1,3,12,615,3,3,0,4,4,3,1904,1974,100,N,N,N,1,2121 4TH AVE N 98109
132202,460,PANTHER LAKE 4 PLEX MODEL 1B2B,1,2,4,678,3,4,0,4,5,4,1979,1996,100,N,N,Y,1,34019 1ST CIR S 98003
197220,450,5 UNIT APARTMENT,1,2,5,660,2,3,0,4,4,3,1962,1982,100,N,N,N,1,3658 PHINNEY AVE N 98103
350810,85,4 SEASONS,1,4,22,575,0,0,25,4,4,3,1961,1982,100,N,N,N,1,2324 BONAIR PL SW 98116
22604,9018, ,8,3,24,947,3,2,0,4,4,3,1999,1999,0, , , ,1,18725 68TH AVE NE 98028
22505,9253,,1,3,96,948,0,0,0,4,4,3,1981,1992,100,N,N,N,0,14820 REDMOND WAY
52205,9051, ,4,2,25,835,3,3,0,4,4,3,1980,1993,0, , , ,0,20617 108TH AVE SE 98031
332505,9184,WESTRIDGE APTS,9,2,76,747,4,3,0,4,4,4,1976,1997,100,N,N,N,1,500 121ST PL NE 98005
434020,0, ,2,6,474,596,3,3,0,4,5,3,2010,2010,100,Y,Y, ,2,14100 LINDEN AVE N
266300,430,APARTMENT,1,2,6,704,0,0,0,4,4,3,1926,1977,100,N,Y,N,1,730 10TH AVE E 98102
666909,0,RES CONDO,1,3,7,979,3,3,0,4,4,3,1991,1991,100,N,N,N,2,4811 PHINNEY AVE N 98103
419365,0,FLATS & TOWNHOUSES,1,4,4,1550,4,3,0,4,6,3,1997,1997,100,N,N,Y,2,
229140,170,APT,1,3,10,815,2,3,0,4,4,3,1986,1991,100,N,Y,N,1,950 N 107TH ST 98133
531510,1345,SENIOR CITIZEN HOUSING,1,3,59,530,3,3,0,4,4,3,1977,1990,100,Y,Y,N,1,2720 76TH AVE SE 98040
277060,1040,4 - PLEX,1,1,4,444,3,3,0,4,4,3,1955,1979,100,N,N,N,1,2801 22ND AVE W 98199
290220,61,5 UNIT,1,2,5,823,3,3,0,4,4,3,1908,1974,100,N,N,N,1,2024 FRANKLIN AVE E 98102
352890,1035,SHERRI LEE APTS,1,4,9,751,3,3,44,4,4,3,1962,1982,100,N,Y,N,1,2415 8TH AVE N 98109
436570,545,THE VILLAGE WEST APTS,1,4,41,969,3,4,39,4,6,3,1968,1989,100,Y,N,N,1,2200 SW BARTON ST 98106
303720,106,APARTMENT BLDG 20 UNITS,1,3,20,777,3,3,0,3,4,3,1970,1985,100,N,N,N,1,165 17TH AVE 98122
69600,55,The Martin Apartment,1,24,188,986,4,4,80,2,6,3,2012,2012,100,Y,Y, ,2,2105 5TH AVE 98121
711300,75,6 UNIT,1,2,6,551,3,3,0,4,4,3,1979,1988,100,N,N,N,0,809 SW TRENTON ST 98106
276810,590, ,1,1,3,576,3,3,0,3,4,3,1954,1975,100,N,N,N,2,1130 NW MARKET ST 98107
918720,365, ,1,2,4,655,3,3,50,4,4,4,1929,1982,100,N,N,N,0,103 30TH AVE
752550,0,Flats with Moorage,1,3,35,1105,4,3,0,4,6,4,1979,1996,100,N,Y,Y,2,4214 WEST LAKE SAMMAMISH PKWY NE 98052
197220,610,22 UNIT APT,1,4,22,723,3,3,0,4,5,3,1988,1988,100,N,Y,N,2,3636 FRANCIS AVE N 98103
935800,2340,5 units,2,2,5,1186,3,3,0,4,4,3,2002,2002,100, , , ,0,4316 30TH AVE SW 98126
197820,425,OXFORD CREST APT,2,4,63,751,3,3,0,3,4,3,1925,1983,100,Y,Y,N,1,1400 BOREN AVE 98101
894411,0,20 FLAT UNITS,1,3,20,1057,3,3,0,4,6,5,1929,1985,100,N,Y, ,2,348 W OLYMPIC PL 98119
128230,64,4 PLEX,1,2,4,977,2,2,0,4,2,3,1919,1972,100,N,N,N,0,3208 MCCLINTOCK AVE S 98144
723150,2030,,1,5,156,694,3,4,0,4,4,3,2005,2005,100,Y,Y, ,1,104 BURNETT AVE S
292205,9046,MERIDIAN RIDGE,23,2,177,827,3,3,0,4,4,4,1980,1996,100,N,N,N,1,10925 SE 256TH ST 98030
569350,230,COLETTE APTS,1,3,7,840,3,3,0,4,4,3,1964,1983,100,N,Y,N,1,511 N 43RD ST 98103
947795,0,TOWNHOUSES,66,2,79,1865,3,3,0,4,5,3,1998,1998,100,N,N,Y,2,15751 NE 95TH WAY 98052
83110,0,DENTAL CONDOMINIUM,1,2,3,1148,3,3,0,4,4,0,1980,1980,100,N,Y, ,2,907 N 130TH ST 98133
722780,210,4-PLEX,1,1,4,729,3,3,0,4,4,4,1961,1987,100,N,N,N,1,3105 NE 15TH ST 98056
92504,9349,RAVENNA WOODS APTS,1,4,13,791,3,4,69,4,5,3,1989,2001,100,N,Y,Y,1,4727 RAVENNA AVE NE 98105
11410,889,16 UNIT APT,1,2,16,836,4,4,0,4,5,3,1983,1998,100, , , ,0,7644 NE BOTHELL WAY 98028
723460,1120,OLIVE RIDGE,1,7,107,558,3,3,23,2,4,4,1969,1991,100,Y,N,N,1,1700 17TH AVE 98122
866960,0,10 Unit Townhouse Condo,2,2,10,1700,3,3,0,4,4,3,2005,2005,100,N,N,Y,2,7121 NE 175TH ST
272405,9059,,1,4,99,520,3,4,0,4,5,3,2008,2008,100,Y,Y, ,1,7454 NEWCASTLE GOLF CLUB RD
172205,9225,BENSON CREST APT HOMES,1,2,2,969,2,3,0,4,4,4,1968,1992,100, ,N,Y,2,10705 SE 238TH ST 98031
359700,203, ,2,3,21,626,0,0,75,4,4,3,1989,1992,100,N,N,N,2,5820 SOUTHCENTER BLVD
331950,2080,4-PLEX,1,2,4,1043,3,3,0,4,4,3,1910,1974,100,N,N,N,1,1809 S WELLER ST 98144
242006,9493,,1,1,92,345,3,3,0,4,4,3,1964,1970,100, ,Y, ,1,2323 JENSEN ST 98022
181880,12,11 UNIT APT & RES,1,2,12,691,0,0,100,4,4,3,1952,1979,100,N,N,N,1,3601 BEACH DR SW 98116
409230,1510,6 UNIT APT,1,2,6,547,0,0,0,4,3,4,1906,1968,100,N,N,N,2,4249 9TH AVE NE 98105
176060,314,,2,2,46,705,3,3,0,4,4,3,1969,1985,100,N,N,N,1,446 S 152ND ST 98148
717480,734,FOUR PLEX,1,1,4,642,0,0,0,4,4,3,1951,1979,100,N,N,N,0,5116 RAVENNA AVE NE 98105
302105,9387,4 PLEX,1,2,4,1005,0,0,0,4,4,4,1996,2001,100, ,N,Y,2,1024 37TH ST SE 98002
384160,5,11 APTS,2,1,11,652,3,3,0,4,2,4,1949,1970,100,N,N,N,0,11616 AMBAUM BLVD SW 98146
114200,955,WELLESLEY APARTMENTS,1,3,36,662,3,4,0,3,5,3,1925,1983,100,N,N,N,1,4203 BROOKLYN AVE NE 98105
600300,1765,APT,1,2,6,500,3,3,0,4,3,3,1900,1973,100,N,N,N,1,1415 E JOHN ST 98112
272406,9198,Two Triplexes,2,1,6,563,0,0,0,4,4,3,1984,1994,100, , , ,2,26 NE DOGWOOD ST 98027
779290,80, ,2,4,60,1070,0,0,0,4,5,3,2004,2004,100, , , ,0,7903 170TH PL NE 98052
47600,195,APARTMENTS,1,3,9,813,3,3,0,4,4,3,1989,1993,100,Y,Y,N,2,2600 NW 58TH ST 98107
131600,0,144 Unit Condo,38,3,144,1660,3,3,62,4,5,3,2004,2005,100,N,Y,Y,2,4760 TALBOT RD S 98055
762570,2815,HACKERT APTS,1,2,12,490,0,0,0,4,4,3,1958,1980,100,N,N,N,1,5920 FAUNTLEROY WAY SW 98136
242603,9287,,1,1,1,1395,0,0,0,4,4,3,1991,1991,100,N,N, ,2,12523 1ST AVE NW 98177
395595,0,Apt Conversion in 05/2007,3,4,40,1100,3,3,0,4,5,3,2003,2003,100,N,N,Y,2,10709 VALLEY VIEW ST 98011
144170,0,73 MH's in a 55+ Retirement Community,73,1,73,1080,3,3,0,5,4,3,1990,1990,100,N,N,Y,2,32820 20TH AVE S 98003
202504,9065,4 UNIT APT,1,3,4,924,3,2,25,4,4,4,1960,1986,100,N,N,N,1,2356 MINOR AVE E 98102
684820,80,CATALINA APTS,1,3,24,660,3,4,0,4,4,4,1930,1982,100,N,Y,N,1,509 BELLEVUE AVE E 98102
95200,2115,8 - UNIT APT,1,2,8,565,0,0,0,4,6,4,1954,1989,100,N,N,N,1,4028 CALIFORNIA AVE SW 98116
915111,0,"""BLDG'S #4, #6, #8, & #9""",4,2,26,1406,3,3,0,4,4,3,1989,1993,100,N,N, ,2,24817 112TH AVE SE 98030
103680,0,Flats,3,3,84,887,3,3,0,4,4,3,1999,1999,100,N,N,Y,2,15300 112TH AVE NE 98011
390410,325,4 PLEX,1,1,4,680,3,3,0,4,4,3,1957,1980,100,N,N,N,1,7714 MARTIN LUTHER KING JR WAY S 98118
690820,200, ,1,2,6,670,3,3,0,4,4,3,1911,1975,0,N,N,N,1,6401 32ND AVE NW 98107
894405,0,New townhouse Style,9,2,9,2407,3,4,0,4,5,3,2009,2009,100,N,N,Y,2,
803570,150,STONERIDGE,1,2,4,1193,3,4,0,4,5,4,1970,1997,100,N,N,Y,2,14321 NE 7TH PL 98007
272420,1525,4-PLEX,1,2,4,935,3,3,0,4,5,4,1976,1995,100,N,N,Y,1,21614 29TH AVE S 98198
202605,9031,JUANITA BROOK APTS,2,3,56,821,3,3,0,4,5,3,1987,1995,100,N,N,Y,2,11230 NE 132ND ST 98034
90700,71,APARTMENT,1,2,5,740,3,3,0,4,4,4,1924,1981,100,N,N,N,1,2522 BEACON AVE S 98144
92305,9051,CEDAR PARK APTS,5,3,244,609,3,3,0,4,4,3,1981,1989,100,N,N,N,1,450 MONROE AVE NE 98056
399790,0,Flats,1,2,6,755,3,3,0,4,4,3,1995,1995,100,N,N,N,2,13227 35TH AVE NE 98125
302105,9222,WILDWOOD APTS,1,2,16,634,0,0,0,4,5,3,1967,1988,100,N,Y,N,1,1501 30TH ST SE 98002
766370,331,MORRISON MANOR APTS 24 UNITS,1,2,24,821,2,3,0,4,5,4,1967,1996,100,N,N,N,1,14349 32ND AVE NE 98125
156565,20,CHINOOK PARK,1,2,4,1081,0,0,0,4,4,3,1996,1996,100,N,N,N,2,2236 NOBLE CT SE 98092
202304,9463,APARTMENT,3,3,34,371,4,4,0,4,4,4,1966,1989,100,N,N,N,1,15904 4TH AVE S 98148
545730,270,18 UNIT APARTMENT,1,3,18,733,3,3,0,3,4,2,1931,1965,100,N,N,N,1,105 WARD ST 98109
952220,0,30 UNIT CONDO,1,3,30,762,3,3,0,4,5,4,1985,1985,100,Y,Y,Y,2,5901 PHINNEY AVE N 98103
110500,884,THE FRONTENAC APTS,2,2,28,560,3,3,0,4,4,3,1959,1981,100,N,N,N,1,7001 RAINIER AVE S 98118
117500,802,LOCKHAVEN APTS,7,3,88,697,3,3,0,4,4,3,1948,1979,100,N,Y,N,1,3040 NW MARKET ST 98107
918720,355,(3) FOUR PLEXES,1,2,4,655,3,3,50,4,4,4,1929,1982,100,N,N,N,0,115 30TH AVE 98122
302105,9112,3 - 4 PLEXS,3,2,12,1066,0,0,0,4,4,3,1985,1991,100,N,Y,Y,2,3714 D ST SE 98002
282405,9004,COAL CREEK APTS,4,3,105,672,3,3,0,4,4,3,1989,2005,100,Y,Y,N,2,6800 COAL CREEK PKWY SE 98006
276770,2715, ,1,2,4,888,3,3,0,3,4,3,1926,1980,100,N,Y,N,1,5425 BALLARD AVE NW 98107
332400,0,35 RES+3 COM'L+1 PARKING GAR ACC,3,5,39,1150,4,3,0,2,6,4,1982,1985,100,Y,Y, ,2,1425 WESTERN AVE 98101
92304,9006,TAMA QUA GARDEN APARTMENTS,8,3,126,972,3,3,10,4,6,3,1967,1988,100,N,N,N,1,11844 26TH AVE S 98168
387990,155,CASTLE COURT APT 22 UNIT,1,4,22,1007,2,3,23,3,4,3,1915,1975,100,Y,Y,N,1,822 QUEEN ANNE AVE N 98109
132430,260,4 PLEX,1,2,4,527,3,3,50,4,3,4,1957,1983,100,N,N,N,1,3919 2ND AVE NW 98107
145650,0,70 res unit condo,11,2,70,1182,3,3,0,4,4,4,2000,2000,100,N,N,Y,2,10502 221ST LN NE 98053
716920,125, ,1,4,21,747,3,3,0,4,5,3,2003,2003,100,Y,Y,N,2,2300 NE 65TH ST 98115
324060,0,Townhouses,2,2,8,805,3,3,0,4,4,5,1960,1990,100,N,Y,N,2,9018 HENDERSON PL SW 98106
426100,70,4-PLEX,1,1,4,588,3,3,0,4,3,3,1977,1992,100,N,N,N,1,409 23RD ST SE 98002
609345,0,4 townhouse condo,1,2,4,848,3,3,0,4,4,4,1977,2007,100,N,N,Y,2,960 28TH ST NE 98002
949190,0,Land w/SFR & Detached Garage,2,1,2,820,3,3,0,3,3,3,1949,1974,100,N,N,N,2,18704 103RD AVE NE 98011
376245,0, ,2,2,9,1204,0,0,0,4,4,3,1978,1990,0, , , ,0,9750 NE 120TH PL 98034
108470,0,9 UNIT CONDO,5,2,9,1500,3,3,0,4,5,3,2000,2000,100,Y,Y,Y,2,1150 BREMERTON CT NE 98059
932500,0,36 UNIT CONDO,1,3,36,813,3,3,0,4,4,4,1981,1990,100,N,Y,Y,2,2421 SW TRENTON ST 98106
256994,0,4 TOWNHOUSE UNITS,1,4,4,1599,3,3,0,4,5,3,1998,1998,100,N,Y,Y,2,514 WARD ST 98109
212105,9129,SCANDIA APTS,1,2,4,1131,0,0,0,4,4,3,1977,1987,100,N,N,N,1,2417 POPLAR ST SE 98092
170100,0,FLATS & TOWNHOUSES,7,2,62,786,3,3,0,4,4,4,1967,1989,100,N,Y,Y,1,13550 37TH AVE S 98168
981920,0,FLATS,3,3,9,1018,2,4,0,4,4,5,1900,2003,100,N,N,N,2,105 23RD AVE 98122
26300,35,14 UNIT APT,1,3,14,743,0,0,0,4,6,3,1988,1995,100,N,N,N,2,732 N 95TH ST 98103
202304,9268,ENGLISH GARDEN APARTMENTS,3,3,48,821,4,4,0,4,5,4,1993,2002,100,N,N,N,2,515 S 152ND ST 98148
265250,2350,OFFICE & APARTMENTS,1,3,9,852,3,3,0,4,4,3,1992,1992,100,Y,Y,Y,2,214 W MCGRAW ST 98119
420440,135,SKY LANAI APTS 48 UNITS,1,3,48,747,0,0,31,4,4,3,1968,1985,100,N,N,N,1,360 TAYLOR AVE NW 98055
856510,0,CONDOMINIUM,1,3,131,723,3,3,0,4,4,3,1978,1988,100,Y,Y,N,1,11300 3RD AVE NE 98125
891100,60,TURTLEWALK GREEN NORTH,1,4,28,600,3,4,30,4,5,3,1986,1994,100,Y,Y,Y,1,11200 GREENWOOD AVE N 98133
545730,615,THE MARQUIS,1,3,11,675,4,3,20,4,4,3,1964,1983,100,N,N,N,2,711 2ND AVE N 98109
192604,9283,WINDCHIME APTS,1,3,14,735,3,3,0,4,4,3,1983,1985,100,N,Y,N,1,712 N 143RD ST 98133
798540,121,4 PLEX,1,2,4,815,3,3,0,4,4,3,1985,1991,100,N,N,N,1,2148 A SW HOLDEN ST 98106
882290,600,MAYFIELD APTS - 10 UNITS,2,1,10,499,3,3,0,4,4,3,1950,1978,100,N,N,N,1,12319 32ND AVE NE 98125
930130,1410, ,1,4,57,364,1,2,0,4,4,3,1981,1989,100,Y,N,N,1,1911 AURORA AVE N 98109
288620,230,ROSECREST APT,1,3,20,523,4,3,0,4,4,4,1930,1985,100,N,N,N,1,7914 DENSMORE AVE N 98103
723460,1085, ,1,6,20,733,3,3,0,4,5,3,2008,2008,100,Y,Y,Y,0,1700 B E MADISON ST 98122
5085,0,TOWNHOUSES,2,3,9,1484,4,4,0,4,5,3,2003,2003,100,N,Y,Y,2,4321 SW HUDSON ST 98136
172104,9082,WEST HAMPTON APTS,10,2,90,835,3,3,0,4,4,3,1989,1993,100,N,N,Y,2,333 S 320TH ST 98003
213210,30,5 - PLEX,1,2,5,893,3,3,50,4,4,4,1983,1995,100,N,N,Y,2,26525 NE ALLEN CT 98019
266050,328,4-PLEX,1,2,4,968,4,3,0,4,4,3,1960,1981,100,N,N,N,0,5014 35TH AVE S 98118
311501,0,Flats & T/H's,8,2,25,1212,4,4,0,4,5,3,1986,1986,100,N,N,Y,2,16002 NE 41ST CT 98052
197220,1525,10-UNIT APARTMENT,1,3,10,828,1,3,60,4,5,3,1962,1986,100,N,N,N,1,3800 LINDEN AVE N 98103
345100,300,3 building apartment complex with 36 tot,3,9,36,790,2,3,0,4,4,3,2009,2009,100,N,N,N,0,10790 16TH AVE SW 98146
276760,5155,APARTMENT BLDG,1,3,20,511,3,3,0,4,4,3,1986,1991,100,N,Y,Y,1,2418 NW 57TH ST 98107
269860,0,CONDOMINIUM,1,4,26,1074,3,3,0,4,4,3,1979,1979,100,Y,Y,Y,2,17417 ASHWORTH AVE N 98133
436250,0, 5 Unit Condo,1,2,5,570,3,2,0,4,4,4,1956,2002,100,N,N,N,1,1519 5TH AVE W 98119
24600,58,APTS,1,2,5,638,3,3,0,4,4,3,1962,1982,100,N,N,N,1,19277 11TH PL S 98148
277060,2470,APT,1,3,8,815,2,3,38,4,4,3,1985,1991,69,N,N,N,2,3238 21ST AVE W 98199
765490,220,SEA VIEW APTS,2,2,21,611,4,3,100,4,4,4,1963,1991,100,N,N,N,1,430 LAKE ST S 98033
299780,45,6 UNIT APT,1,2,6,675,0,0,0,4,4,4,1983,1995,100,N,N,N,2,3040 60TH AVE SW 98116
9850,0,CONDOMINIUM,2,3,30,885,3,2,0,4,4,3,1979,1979,100,N,N,Y,2,2311 S KENT-DES MOINES RD 98198
82505,9272,APTS,1,2,7,769,4,3,86,4,5,4,1968,1997,100,N,N,N,1,20 10TH AVE S 98033
101500,65,4-PLEX,1,2,4,498,3,2,0,4,3,2,1916,1967,100,N,N,N,1,9056 3RD AVE NW 98117
65600,290,MARVIN GARDENS INN,1,5,175,240,0,0,0,4,4,4,1990,1998,100,Y,Y,N,1,2301 3RD AVE 98121
360300,270,4 PLEX,1,2,4,1000,3,3,0,4,4,3,1988,1992,100,N,N,Y,2,24236 26TH PL S 98198
193130,820,5 PLEX,1,2,5,825,3,3,0,4,4,3,1969,1985,100,N,N,N,1,4110 LINDEN AVE N 98103
438920,335,BAYVUE VILLAGE APT-39 UNITS,5,2,39,697,5,3,67,4,4,3,1957,1980,100,N,N,N,1,9959 NE LAKE WASHINGTON BLVD 98004
786170,0,CONDOMINIUM,1,2,4,686,3,2,0,4,4,3,1907,1974,100,N,Y, ,1,242 32ND AVE 98122
927420,665,12 UNIT APT,1,3,12,823,0,0,67,4,4,4,1976,1994,100,N,N,N,1,2109 CALIFORNIA AVE SW 98116
331950,1670,WHEELER APTS 50 UNITS,2,3,50,555,3,3,0,4,2,3,1968,1981,100,N,Y,N,1,1600 S WELLER ST 98144
543620,360,SKYVIEW APTS,1,2,8,728,2,2,0,4,3,3,1967,1980,100,N,N,N,1,1027 W SMITH ST 98032
277060,1116,6 UNIT APARTMENT,1,1,6,403,1,3,33,4,3,3,1959,1977,100,N,N,N,1,2215 W DRAVUS ST 98199
302605,9079,,3,2,49,316,3,3,0,4,4,3,1977,1977,100,Y,Y,N,1,11843 97TH AVE NE 98034
